frame,id,x1,y1,x2,y2,confidence,class
0,1,1235.49755859375,562.2621459960938,1307.8114013671875,687.2217407226562,0.809297502040863,0
0,2,742.8914184570312,445.04083251953125,801.894287109375,546.01904296875,0.7483505606651306,0
0,3,998.68505859375,488.5521240234375,1046.27978515625,630.9678955078125,0.6810495853424072,0
0,4,788.9555053710938,793.98193359375,966.1448364257812,1028.14599609375,0.6283494830131531,0
0,5,1010.997802734375,762.27685546875,1194.998291015625,1027.5096435546875,0.6255407929420471,0
0,6,1290.702392578125,446.52191162109375,1324.067138671875,550.0513916015625,0.5742995738983154,0
0,7,980.1571655273438,422.17919921875,1008.9977416992188,517.841552734375,0.5424982309341431,0
0,8,1452.132568359375,813.5391845703125,1631.756103515625,1025.53125,0.4598488211631775,0
0,9,1357.70849609375,799.13525390625,1490.9141845703125,1026.19091796875,0.40786319971084595,0
0,10,1101.754638671875,460.57476806640625,1135.3065185546875,566.3067626953125,0.39757972955703735,0
0,11,1164.87744140625,860.742919921875,1394.1448974609375,1025.860107421875,0.38084864616394043,0
0,12,880.9112548828125,416.1658630371094,931.4696044921875,495.6145935058594,0.35523077845573425,0
0,13,1044.6446533203125,443.33612060546875,1102.0401611328125,550.9951171875,0.34234270453453064,0
1,1,1240.599365234375,561.0419311523438,1313.50830078125,686.7735595703125,0.8015055060386658,0
1,2,745.4669189453125,445.9971618652344,803.5444946289062,545.1188354492188,0.7686017751693726,0
1,3,1007.17626953125,489.07354736328125,1054.7403564453125,631.1931762695312,0.6248030066490173,0
1,4,789.0806274414062,793.5543212890625,966.485595703125,1027.988037109375,0.6152526140213013,0
1,5,1011.3164672851562,762.0438232421875,1195.4588623046875,1027.4561767578125,0.6767204403877258,0
1,6,1297.962158203125,447.97869873046875,1329.9967041015625,547.6517944335938,0.46659743785858154,0
1,7,979.8692016601562,421.155029296875,1009.3362426757812,519.05029296875,0.5153358578681946,0
1,8,1453.3453369140625,814.0806884765625,1632.34375,1025.3087158203125,0.473590612411499,0
1,9,1356.64794921875,798.1217041015625,1490.735595703125,1026.7159423828125,0.44226720929145813,0
1,10,1101.01123046875,459.3274230957031,1134.987548828125,566.3417358398438,0.3832763135433197,0
1,11,1166.423583984375,863.3770751953125,1391.9052734375,1025.721923828125,0.4070529043674469,0
1,12,886.1212158203125,414.35711669921875,936.2271118164062,493.0291748046875,0.2907077968120575,0
1,13,1052.9874267578125,448.6310119628906,1106.7420654296875,549.7285766601562,0.22848917543888092,0
2,1,1241.605224609375,560.9788818359375,1314.73046875,686.700927734375,0.8016343712806702,0
2,2,745.827880859375,446.1778564453125,803.8321533203125,544.8051147460938,0.775211751461029,0
2,3,1008.4246826171875,489.14691162109375,1055.5294189453125,629.5941162109375,0.6187070608139038,0
2,4,789.1357421875,793.4927978515625,966.588134765625,1027.9676513671875,0.639498770236969,0
2,5,1011.2473754882812,761.8950805664062,1195.51123046875,1027.4698486328125,0.671748697757721,0
2,6,1298.910400390625,448.51611328125,1330.9122314453125,548.4780883789062,0.5040498971939087,0
2,7,979.755126953125,420.9780578613281,1009.3942260742188,519.6514282226562,0.4887523949146271,0
2,8,1453.362548828125,814.1102294921875,1632.3175048828125,1025.2830810546875,0.4624176621437073,0
2,9,1357.324951171875,798.381103515625,1491.1854248046875,1026.5902099609375,0.433998167514801,0
2,10,1101.09765625,460.0299987792969,1134.9241943359375,566.4746704101562,0.42377597093582153,0
2,11,1166.89501953125,864.1681518554688,1391.6768798828125,1025.94384765625,0.4096921384334564,0
2,12,887.20849609375,414.0360412597656,937.2838745117188,492.51983642578125,0.28397077322006226,0
2,13,1054.5010986328125,449.8644714355469,1107.6710205078125,550.2299194335938,0.22380328178405762,0
3,1,1250.0750732421875,559.9114379882812,1323.7469482421875,685.7265014648438,0.8017941117286682,0
3,2,748.3466186523438,448.04864501953125,805.56103515625,544.4402465820312,0.7997400760650635,0
3,3,1014.1064453125,489.1230163574219,1064.38818359375,638.930419921875,0.6623504757881165,0
3,4,789.1668701171875,794.0185546875,966.4130249023438,1028.15869140625,0.624435544013977,0
3,5,1011.070068359375,761.7708129882812,1195.438720703125,1027.496337890625,0.6820719242095947,0
3,6,1304.230712890625,446.0761413574219,1332.9454345703125,535.8058471679688,0.3706158697605133,0
3,7,979.789794921875,421.27581787109375,1009.2401733398438,519.3241577148438,0.4868532419204712,0
3,8,1453.0902099609375,813.9152221679688,1632.2425537109375,1025.34814453125,0.4689421057701111,0
3,9,1357.8798828125,798.634765625,1491.51806640625,1026.5155029296875,0.42208972573280334,0
3,10,1101.5972900390625,460.14398193359375,1135.4609375,566.5714721679688,0.44409406185150146,0
3,11,1165.763671875,863.2662963867188,1391.864501953125,1025.94970703125,0.45425888895988464,0
3,13,1057.8165283203125,446.61865234375,1110.87841796875,547.3419189453125,0.1672067493200302,0
4,1,1252.6341552734375,559.608642578125,1326.7685546875,685.2242431640625,0.798611044883728,0
4,2,748.87158203125,448.8166198730469,806.1640625,544.3220825195312,0.7956710457801819,0
4,3,1016.0880737304688,488.96929931640625,1067.5386962890625,642.009521484375,0.6686814427375793,0
4,4,788.916259765625,794.2685546875,965.8176879882812,1027.9765625,0.625724196434021,0
4,5,1010.9340209960938,761.7984008789062,1195.2642822265625,1027.46875,0.6815959811210632,0
4,6,1307.7705078125,445.11846923828125,1331.371337890625,518.1917114257812,0.391270250082016,0
4,7,979.4124145507812,421.5490417480469,1008.6633911132812,518.8365478515625,0.45202040672302246,0
4,8,1453.469482421875,814.1864624023438,1632.4703369140625,1025.4306640625,0.47918352484703064,0
4,9,1358.009521484375,798.6437377929688,1491.7913818359375,1027.00732421875,0.41884326934814453,0
4,10,1101.765625,459.8701171875,1135.7264404296875,566.4454345703125,0.4083895981311798,0
4,11,1165.325927734375,862.5043334960938,1392.5374755859375,1025.9688720703125,0.48768380284309387,0
4,13,1059.085693359375,445.8877258300781,1111.70654296875,546.406005859375,0.16363774240016937,0
4,12,900.2922973632812,412.7880859375,950.4091186523438,489.8321533203125,0.3170800507068634,0
5,1,1259.0062255859375,555.9622192382812,1332.378662109375,678.915771484375,0.759248673915863,0
5,2,749.9661865234375,449.3323974609375,807.656005859375,544.0642700195312,0.8140124082565308,0
5,3,1022.270751953125,490.7893981933594,1073.9462890625,644.6236572265625,0.6930224299430847,0
5,4,788.8264770507812,794.5956420898438,965.3978271484375,1027.9129638671875,0.6393874883651733,0
5,5,1010.8081665039062,761.7459716796875,1195.1663818359375,1027.3948974609375,0.6825560331344604,0
5,6,1310.381103515625,445.69818115234375,1335.92138671875,524.6773071289062,0.537543535232544,0
5,7,980.1469116210938,420.8134460449219,1009.2193603515625,517.0045166015625,0.47479480504989624,0
5,8,1453.710693359375,814.1904296875,1632.7882080078125,1025.50439453125,0.4775085747241974,0
5,9,1357.8837890625,798.3788452148438,1491.8001708984375,1027.247802734375,0.42581161856651306,0
5,10,1100.693603515625,458.45697021484375,1135.224853515625,566.4171752929688,0.2252337634563446,0
